teamId, playerId, firstName, lastName, displayName, shortName
57,5174659, Kajus, Kajus, Kajus Kublickas, K. Kublickas
57,5105529, Riley, Riley, Riley Kugel, R. Kugel
57,4565449, Niels, Niels, Niels Lane, N. Lane
57,4702252, Jack, Jack, Jack May, J. May
57,4683757, Kowacie, Kowacie, Kowacie Reeves Jr., K. Reeves Jr.
57,4897262, Will, Will, Will Richard, W. Richard
57,4431875, Julian, Julian, Julian Rishwain, J. Rishwain
57,5105528, Aleks, Aleks, Aleks Szymczyk, A. Szymczyk
2226,5106867, Leo, Leo, Leo Beath, L. Beath
2226,4702654, Nicholas, Nicholas, Nicholas Boyd, N. Boyd
2226,4684289, Tre, Tre, Tre Carroll, T. Carroll
2226,4702655, Johnell, Johnell, Johnell Davis, J. Davis
2226,4431732, Jalen, Jalen, Jalen Gaffney, J. Gaffney
2226,5106865, Isaiah, Isaiah, Isaiah Gaines, I. Gaines
2226,4700818, Vladislav, Vladislav, Vladislav Goldin, V. Goldin
2226,4592701, Bryan, Bryan, Bryan Greenlee, B. Greenlee
2226,5106866, Jack, Jack, Jack Johnson, J. Johnson
2226,5106864, Brenen, Brenen, Brenen Lorient, B. Lorient
2226,4702656, Alijah, Alijah, Alijah Martin, A. Martin
2226,5175057, Jakel, Jakel, Jakel Powell, J. Powell
2226,4592847, Alejandro, Alejandro, Alejandro Ralat, A. Ralat
2226,4585611, Giancarlo, Giancarlo, Giancarlo Rosado, G. Rosado
2226,5175058, Devin, Devin, Devin Vanterpool, D. Vanterpool
2226,4897476, Brandon, Brandon, Brandon Weatherspoon, B. Weatherspoon
77,5174800, Blake, Blake, Blake Barkley, B. Barkley
77,4684208, Brooks, Brooks, Brooks Barnhizer, B. Barnhizer
77,4431737, Robbie, Robbie, Robbie Beran, R. Beran
77,4702288, Ty, Ty, Ty Berry, T. Berry
77,5093250, Jordan, Jordan, Jordan Clayton, J. Clayton
77,5105833, Luke, Luke, Luke Hunger, L. Hunger
77,5105835, Gus, Gus, Gus Hurlburt, G. Hurlburt
77,4597863, Ryan, Ryan, Ryan Langborg, R. Langborg
77,5105832, Nick, Nick, Nick Martinelli, N. Martinelli
77,5107289, Justin, Justin, Justin Mullins, J. Mullins
77,4702289, Matthew, Matthew, Matthew Nicholson, M. Nicholson
77,4396747, Blake, Blake, Blake Preston, B. Preston
77,4683949, Julian, Julian, Julian Roper II, J. Roper II
77,5105834, Blake, Blake, Blake Smith, B. Smith
77,5174801, Parker, Parker, Parker Strauss, P. Strauss
158,4593968, Josiah, Josiah, Josiah Allick, J. Allick
158,4433600, Wilhelm, Wilhelm, Wilhelm Breidenbach, W. Breidenbach
158,5105828, Henry, Henry, Henry Burt, H. Burt
158,4397811, Jarron, Jarron, Jarron Coleman, J. Coleman
158,4913590, Denim, Denim, Denim Dawson, D. Dawson
158,5174799, Matar, Matar, Matar Diop, M. Diop
158,4431707, Juwan, Juwan, Juwan Gary, J. Gary
158,4898111, Jeffrey, Jeffrey, Jeffrey Grace III, J. Grace III
158,4897432, Sam, Sam, Sam Hoiberg, S. Hoiberg
158,5105827, Cale, Cale, Cale Jacobsen, C. Jacobsen
158,5105826, Blaise, Blaise, Blaise Keita, B. Keita
158,4810230, Oleg, Oleg, Oleg Kojenets, O. Kojenets
158,5105825, Jamarques, Jamarques, Jamarques Lawrence, J. Lawrence
158,5105824, Ramel, Ramel, Ramel Lloyd Jr., R. Lloyd Jr.
158,4592677, Rienk, Rienk, Rienk Mast, R. Mast
158,4432524, Quaran, Quaran, Quaran McPherson, Q. McPherson
158,5093264, Eli, Eli, Eli Rice, E. Rice
158,4897433, Keisei, Keisei, Keisei Tominaga, K. Tominaga
158,4432454, Ahron, Ahron, Ahron Ulis, A. Ulis
158,4432590, C.J., C.J., C.J. Wilcher, C.J. Wilcher
158,4592843, Brice, Brice, Brice Williams, B. Williams
245,4702024, Javonte, Javonte, Javonte Brown, J. Brown
245,4898186, Jace, Jace, Jace Carter, J. Carter
245,4432186, Henry, Henry, Henry Coleman III, H. Coleman III
245,5174292, Rob, Rob, Rob Dockery, R. Dockery
245,4702431, Andersson, Andersson, Andersson Garcia, A. Garcia
245,4433279, Hayden, Hayden, Hayden Hefner, H. Hefner
245,4432029, Eli, Eli, Eli Lawrence, E. Lawrence
245,5105563, Jaelyn, Jaelyn, Jaelyn Lee, J. Lee
245,4431805, Wildens, Wildens, Wildens Leveque, W. Leveque
245,5174291, Bryce, Bryce, Bryce Lindsay, B. Lindsay
245,4433031, Julius, Julius, Julius Marble, J. Marble
245,4433277, Manny, Manny, Manny Obaseki, M. Obaseki
245,5105560, Erik, Erik, Erik Pratt, E. Pratt
245,5174293, Tyler, Tyler, Tyler Ringgold, T. Ringgold
245,5205708, Khalen, Khalen, Khalen Robinson, K. Robinson
245,4565207, KK, KK, KK Robinson, K. Robinson
245,4701266, Ashton, Ashton, Ashton Smith, A. Smith
245,4683833, Wade, Wade, Wade Taylor IV, W. Taylor IV
245,5105562, Solomon, Solomon, Solomon Washington, S. Washington
245,5174666, Brandon, Brandon, Brandon White, B. White
245,5105561, Jordan, Jordan, Jordan Williams, J. Williams
328,4431700, Max, Max, Max Agbonkpolo, M. Agbonkpolo
328,4701991, Steven, Steven, Steven Ashworth, S. Ashworth
